user_id,app_name,age,gender,country,urban_rural,income_level,employment_status,education_level,relationship_status,has_children,exercise_hours_per_week,sleep_hours_per_night,diet_quality,smoking,alcohol_frequency,perceived_stress_score,self_reported_happiness,body_mass_index,blood_pressure_systolic,blood_pressure_diastolic,daily_steps_count,weekly_work_hours,hobbies_count,social_events_per_month,books_read_per_year,volunteer_hours_per_month,travel_frequency_per_year,daily_active_minutes_instagram,sessions_per_day,posts_created_per_week,reels_watched_per_day,stories_viewed_per_day,likes_given_per_day,comments_written_per_day,dms_sent_per_week,dms_received_per_week,ads_viewed_per_day,ads_clicked_per_day,time_on_feed_per_day,time_on_explore_per_day,time_on_messages_per_day,time_on_reels_per_day,followers_count,following_count,uses_premium_features,notification_response_rate,account_creation_year,last_login_date,average_session_length_minutes,content_type_preference,preferred_content_theme,privacy_setting_level,two_factor_auth_enabled,biometric_login_used,linked_accounts_count,subscription_status,user_engagement_score
511,Instagram,65,Male,United Kingdom,Urban,Upper-middle,Full-time employed,High school,In a relationship,No,11.9,6.5,Excellent,No,Never,8,6,22.3,156,82,7866,51.0,4,3,10,4.9,7,5.0,1,0,57,28,24,6,13,7,1,1,2,1,1,1,671,1570,No,0.69,2025,2025-01-12,5.0,Videos,Fashion,Public,Yes,No,1,Free,6.0
512,Instagram,13,Female,United States,Suburban,Upper-middle,Student,Bachelor’s,In a relationship,Yes,15.3,7.8,Good,No,Weekly,19,9,27.8,107,64,8113,50.9,2,2,8,2.7,3,174.0,5,7,250,101,116,28,26,24,19,2,78,36,27,42,1142,1214,Yes,0.0,2022,2025-04-25,34.8,Videos,Food,Private,Yes,Yes,3,Free,1.1
513,Instagram,28,Female,South Korea,Urban,Upper-middle,Full-time employed,Bachelor’s,In a relationship,No,5.5,7.7,Average,No,Rarely,17,5,28.9,115,83,7952,41.2,3,6,11,3.9,4,151.0,13,4,201,78,99,23,21,27,13,3,84,25,33,56,765,799,No,0.71,2014,2025-04-06,11.6,Videos,Other,Friends only,Yes,Yes,1,Premium,1.03
514,Instagram,51,Male,South Korea,Rural,High,Full-time employed,High school,Married,No,8.7,6.0,Average,Yes,Weekly,26,7,22.5,126,65,7982,40.8,5,6,10,7.3,3,159.0,5,4,132,102,94,34,23,40,16,4,79,19,34,43,1427,676,Yes,0.25,2013,2025-11-26,31.8,Reels,Fashion,Private,Yes,No,1,Free,1.09
515,Instagram,17,Female,United Kingdom,Urban,Upper-middle,Unemployed,High school,In a relationship,No,4.1,7.8,Good,Former,Rarely,33,6,21.6,92,98,7800,35.1,3,0,8,6.6,4,282.0,12,7,279,123,147,46,38,34,25,9,127,74,56,88,1260,1957,No,0.21,2019,2025-05-24,23.5,Reels,Travel,Friends only,No,No,1,Free,0.92
516,Instagram,34,Male,India,Rural,Upper-middle,Full-time employed,High school,Single,No,6.8,7.1,Good,No,Never,24,6,28.5,157,76,8014,41.1,1,1,11,4.3,1,174.0,8,4,145,78,115,34,29,27,17,4,104,20,41,37,1000,1917,Yes,0.99,2016,2025-03-06,21.8,Photos,Music,Private,Yes,No,5,Free,1.11
517,Instagram,41,Male,India,Urban,Lower-middle,Freelancer,Some college,Married,Yes,4.3,8.8,Excellent,No,Rarely,28,1,27.6,157,81,7974,40.8,5,3,11,7.6,2,236.0,11,7,170,140,158,34,42,31,29,6,103,25,42,88,1397,1062,No,0.28,2020,2025-12-27,21.5,Photos,Music,Private,Yes,No,1,Free,1.04
518,Instagram,15,Female,India,Rural,Upper-middle,Full-time employed,Bachelor’s,Single,No,6.0,7.5,Average,Former,Weekly,23,7,27.3,104,98,8164,36.0,2,1,11,3.4,3,205.0,7,19,237,100,124,31,25,39,25,4,88,42,40,68,8321,8456,Yes,0.42,2014,2025-09-29,29.3,Mixed,Travel,Public,No,Yes,3,Business,1.18
519,Instagram,24,Male,United Kingdom,Rural,Upper-middle,Full-time employed,Bachelor’s,Single,No,9.7,7.5,Excellent,No,Never,3,8,23.5,98,75,8259,49.6,2,0,13,4.0,4,5.0,1,7,120,24,28,6,12,15,4,3,2,1,1,2,768,1717,No,0.57,2023,2025-08-14,5.0,Reels,Tech,Public,Yes,No,3,Free,10.17
520,Instagram,38,Female,Germany,Rural,Upper-middle,Part-time,Some college,Single,No,7.2,7.1,Good,No,Rarely,24,5,26.6,125,64,8052,53.7,5,5,11,8.7,3,273.0,8,10,200,127,160,54,36,28,33,4,152,49,64,57,902,1453,No,0.96,2017,2025-08-11,34.1,Mixed,Other,Friends only,Yes,Yes,3,Premium,1.09
521,Instagram,28,Male,United Kingdom,Urban,Middle,Full-time employed,Bachelor’s,In a relationship,No,5.0,6.8,Good,No,Rarely,34,8,27.2,94,63,7886,36.4,2,2,6,2.4,5,258.0,21,8,266,122,161,45,35,38,34,7,149,73,35,93,375,161,No,0.61,2013,2025-01-21,12.3,Mixed,Tech,Friends only,Yes,No,3,Free,1.06
522,Instagram,63,Female,Australia,Suburban,Low,Full-time employed,Some college,Single,Yes,2.5,5.5,Very poor,No,Daily,26,1,23.0,128,64,7845,41.9,3,6,10,5.3,3,216.0,22,9,179,101,139,30,29,31,18,9,108,31,43,46,431,542,No,0.3,2020,2026-01-03,9.8,Mixed,Music,Private,No,Yes,1,Free,1.04
523,Instagram,49,Female,India,Suburban,Low,Student,High school,Divorced,No,9.9,8.8,Excellent,No,Weekly,34,1,23.0,138,81,8095,24.1,3,5,12,4.0,7,367.0,30,8,258,150,228,59,48,62,34,9,167,88,79,103,488,717,No,0.51,2016,2025-04-06,12.2,Stories,Food,Private,Yes,No,0,Free,1.01
524,Instagram,34,Male,Brazil,Rural,Lower-middle,Unemployed,Master’s,In a relationship,No,7.0,5.9,Excellent,No,Several times a week,40,1,27.9,121,93,7826,35.2,2,1,11,1.3,2,394.0,25,11,254,150,242,77,48,44,39,10,228,50,88,130,900,459,No,0.92,2012,2025-09-20,15.8,Reels,Art,Friends only,Yes,Yes,2,Free,1.09
525,Instagram,41,Female,Japan,Urban,Middle,Full-time employed,Bachelor’s,Single,Yes,10.7,5.7,Average,No,Never,34,2,27.5,138,60,8120,39.1,2,5,16,7.4,2,341.0,11,6,242,150,179,60,40,40,35,10,197,58,69,130,1525,2808,Yes,0.75,2020,2025-11-02,31.0,Mixed,Music,Public,No,No,2,Free,0.93
526,Instagram,26,Female,South Korea,Urban,Lower-middle,Student,Bachelor’s,In a relationship,No,12.8,5.3,Average,No,Never,4,1,28.9,139,93,7987,56.4,5,2,8,5.3,2,145.0,9,4,205,101,105,21,16,26,17,5,63,26,26,54,1953,3647,No,0.47,2018,2025-08-16,16.1,Photos,Art,Friends only,Yes,Yes,4,Free,1.09
527,Instagram,40,Female,United States,Suburban,High,Full-time employed,Other,Single,Yes,2.9,7.3,Average,Yes,Rarely,21,8,31.7,131,90,8006,13.6,1,4,12,3.2,2,191.0,23,3,178,115,120,24,29,20,15,7,102,45,33,72,184,248,No,0.27,2016,2025-01-16,8.3,Videos,Other,Friends only,No,Yes,2,Free,0.92
528,Instagram,17,Male,Australia,Rural,Middle,Full-time employed,Bachelor’s,In a relationship,No,3.4,6.0,Good,No,Rarely,24,7,23.5,128,88,8115,22.8,3,2,9,2.5,2,287.0,19,10,279,150,185,49,33,52,19,13,156,66,57,83,715,1420,No,0.25,2021,2025-01-10,15.1,Stories,Art,Friends only,Yes,No,0,Free,1.09
529,Instagram,59,Male,Canada,Suburban,Upper-middle,Full-time employed,Other,Divorced,Yes,9.4,6.3,Good,No,Never,31,9,17.1,93,83,8152,45.1,3,2,14,4.4,4,159.0,5,2,133,89,96,30,31,30,16,1,84,32,31,55,2358,1120,No,0.9,2016,2025-01-18,31.8,Live,Music,Friends only,No,Yes,0,Business,1.01
530,Instagram,61,Female,Australia,Rural,Upper-middle,Full-time employed,Master’s,In a relationship,Yes,5.6,5.7,Average,No,Never,5,1,25.9,136,70,7905,40.5,3,4,8,2.1,1,155.0,5,4,128,106,95,25,17,16,21,6,87,20,22,59,3405,2632,Yes,0.03,2015,2025-11-09,31.0,Live,Fitness,Private,No,No,1,Free,1.01
531,Instagram,42,Female,Australia,Rural,Low,Student,Some college,Single,Yes,15.4,6.6,Average,Yes,Weekly,39,3,27.0,125,89,8091,29.5,6,4,8,0.7,3,330.0,26,8,242,150,190,52,34,40,27,7,172,42,35,121,280,447,No,0.56,2018,2025-09-28,12.7,Live,Music,Public,Yes,Yes,3,Free,0.96
532,Instagram,58,Male,India,Suburban,Middle,Freelancer,High school,In a relationship,No,3.4,6.0,Poor,No,Rarely,1,5,23.7,98,77,8100,22.2,4,0,13,7.8,1,53.0,2,0,66,53,47,12,22,12,13,2,25,15,7,19,1491,3231,No,0.54,2019,2025-05-31,26.5,Photos,Other,Public,Yes,No,1,Premium,1.31
533,Instagram,64,Female,Canada,Suburban,Lower-middle,Full-time employed,High school,Single,No,5.7,6.6,Excellent,No,Rarely,30,2,25.8,148,83,7930,36.5,5,3,11,4.0,3,301.0,9,4,207,150,191,44,42,46,34,2,157,49,34,81,489,1115,No,0.85,2019,2025-06-29,33.4,Photos,Travel,Friends only,No,No,2,Free,0.96
534,Instagram,17,Female,Australia,Rural,Low,Student,Master’s,Single,No,4.9,7.5,Excellent,No,Never,2,3,27.6,112,96,8137,48.0,4,2,10,4.3,4,92.0,3,10,180,66,76,22,13,19,9,4,46,26,11,29,3082,6570,No,0.02,2015,2025-08-01,30.7,Live,Fitness,Friends only,Yes,Yes,2,Premium,1.61
535,Instagram,24,Female,United Kingdom,Urban,Upper-middle,Unemployed,PhD,Married,No,5.8,6.2,Very poor,Former,Rarely,23,2,25.4,159,92,7994,54.3,2,2,2,5.7,6,304.0,33,13,300,150,195,46,36,53,37,8,162,58,48,91,337,346,No,0.97,2010,2025-01-10,9.2,Stories,Tech,Private,Yes,No,1,Premium,1.07
536,Instagram,28,Male,Other,Rural,Lower-middle,Full-time employed,High school,Single,Yes,10.8,6.6,Poor,No,Never,21,3,20.6,120,98,8020,45.3,3,6,14,8.7,2,205.0,9,10,235,106,138,26,24,38,15,7,115,61,22,73,1944,4097,No,0.13,2010,2025-03-17,22.8,Mixed,Art,Friends only,No,Yes,4,Free,1.07
537,Instagram,38,Male,India,Suburban,Lower-middle,Unemployed,Bachelor’s,Married,No,12.8,6.5,Poor,Former,Rarely,26,1,27.2,159,79,8094,34.5,5,4,11,7.2,3,256.0,18,9,209,124,132,52,44,46,19,8,107,46,42,75,175,181,No,0.46,2015,2025-07-06,14.2,Live,Fitness,Private,No,Yes,1,Premium,1.02
538,Instagram,38,Male,United States,Suburban,Lower-middle,Full-time employed,Bachelor’s,In a relationship,No,9.2,5.5,Excellent,Yes,Several times a week,10,8,25.5,156,65,7934,30.6,2,2,9,3.9,3,50.0,3,6,72,51,64,13,18,10,7,1,21,9,12,19,1043,2184,No,0.69,2023,2025-03-22,16.7,Reels,Travel,Friends only,Yes,No,1,Free,2.12
539,Instagram,60,Female,India,Urban,Middle,Full-time employed,Master’s,Single,No,14.1,6.3,Average,Former,Never,29,3,21.7,135,60,7938,41.9,5,7,19,4.6,2,224.0,23,11,171,121,150,40,34,16,24,2,104,61,24,80,741,593,No,0.55,2024,2025-09-24,9.7,Reels,Food,Public,Yes,No,4,Free,1.17
540,Instagram,33,Male,United States,Suburban,Middle,Full-time employed,Other,Single,Yes,12.5,8.0,Very poor,Yes,Several times a week,17,6,27.9,104,95,8019,47.8,0,4,11,2.4,2,109.0,4,6,107,82,65,16,24,22,11,3,56,30,18,24,431,304,Yes,0.76,2012,2025-11-02,27.2,Mixed,Fashion,Friends only,No,No,1,Free,1.05
541,Instagram,51,Male,India,Urban,Lower-middle,Full-time employed,Some college,Single,No,9.4,9.4,Excellent,Former,Rarely,29,6,25.5,119,60,8050,61.1,6,4,8,2.7,4,236.0,28,8,186,123,140,48,18,36,26,4,101,52,33,87,933,1382,Yes,0.81,2018,2025-10-05,8.4,Live,Tech,Private,Yes,No,5,Free,1.1
542,Instagram,48,Female,Other,Urban,Upper-middle,Full-time employed,Bachelor’s,Married,No,11.3,4.4,Very poor,Yes,Rarely,30,7,20.3,130,61,7973,33.4,2,5,9,2.6,2,241.0,17,8,183,124,163,38,33,33,22,7,113,71,38,52,1051,1520,No,0.28,2011,2025-08-21,14.2,Reels,Art,Friends only,Yes,No,2,Free,1.09
543,Instagram,45,Female,Canada,Rural,Lower-middle,Full-time employed,Master’s,Widowed,Yes,8.7,6.9,Poor,No,Rarely,12,6,19.9,154,77,7887,42.2,0,2,8,5.1,4,124.0,9,1,109,73,94,28,16,28,17,3,72,26,29,46,3256,7618,No,0.61,2019,2025-03-27,13.8,Videos,Travel,Public,Yes,Yes,2,Premium,1.22
544,Instagram,42,Female,Germany,Rural,Middle,Student,Bachelor’s,Single,No,5.4,5.4,Average,No,Rarely,10,6,21.1,136,90,8177,29.5,1,3,7,7.5,6,52.0,4,7,66,59,53,13,13,17,10,1,29,13,8,12,837,374,Yes,0.68,2019,2025-05-04,13.0,Reels,Food,Private,Yes,Yes,4,Free,1.89
545,Instagram,49,Female,Canada,Urban,Middle,Student,High school,Single,No,5.8,8.1,Good,Yes,Daily,33,2,20.7,122,74,7943,43.6,2,3,14,7.3,2,309.0,14,5,249,150,193,48,41,45,34,6,130,52,66,98,627,929,No,0.07,2018,2025-10-03,22.1,Live,Fashion,Private,No,No,4,Free,0.98
546,Instagram,35,Male,Canada,Rural,High,Student,Bachelor’s,Married,No,3.4,9.2,Poor,Former,Daily,37,4,20.6,124,91,8133,37.0,3,4,12,5.7,3,435.0,24,14,300,150,244,67,52,56,39,5,209,59,82,149,4767,10000,No,0.25,2010,2025-11-21,18.1,Reels,Travel,Friends only,No,Yes,1,Free,0.96
547,Instagram,22,Female,India,Suburban,Low,Student,High school,Divorced,No,14.0,6.9,Good,No,Weekly,20,4,28.8,133,80,8089,40.7,3,2,9,1.4,2,315.0,16,11,300,144,177,53,41,49,24,7,171,65,39,119,9566,10000,Yes,0.69,2024,2025-08-30,19.7,Photos,Other,Public,Yes,No,5,Business,1.0
548,Instagram,17,Male,South Korea,Suburban,Low,Full-time employed,Bachelor’s,In a relationship,No,9.3,5.1,Good,Former,Rarely,35,7,18.9,114,95,7892,29.0,2,2,7,5.1,7,266.0,10,12,265,112,175,37,35,26,28,6,120,41,34,90,861,2029,Yes,0.97,2016,2025-05-24,26.6,Live,Fitness,Friends only,No,No,3,Business,1.07
549,Instagram,48,Male,South Korea,Suburban,Lower-middle,Full-time employed,Bachelor’s,Married,No,12.2,6.6,Average,No,Daily,34,5,28.9,100,72,7991,43.1,3,4,8,6.7,2,305.0,24,9,201,150,197,45,32,51,38,5,142,84,34,116,222,455,Yes,0.15,2016,2025-08-15,12.7,Stories,Travel,Private,No,Yes,1,Free,1.03
550,Instagram,46,Male,United Kingdom,Rural,Low,Full-time employed,High school,Married,No,8.2,5.7,Excellent,Yes,Several times a week,12,9,26.5,149,84,7832,60.4,4,5,10,6.1,5,41.0,4,1,68,55,43,7,10,16,9,0,19,8,4,16,2593,3544,No,0.55,2022,2025-03-30,10.2,Videos,Travel,Private,Yes,No,2,Premium,1.43
551,Instagram,64,Non-binary,Other,Urban,Upper-middle,Unemployed,High school,Single,Yes,15.1,7.9,Average,No,Weekly,11,2,25.7,114,66,8086,47.8,4,2,8,4.9,3,111.0,6,5,111,97,71,14,21,22,13,4,49,25,12,25,222,342,No,0.44,2011,2025-10-26,18.5,Photos,Other,Public,No,No,0,Free,1.02
552,Instagram,43,Female,Australia,Suburban,Middle,Full-time employed,High school,Single,No,7.5,8.0,Average,No,Rarely,22,9,25.0,127,77,7987,41.7,5,8,11,2.7,7,144.0,14,3,134,73,107,29,28,25,14,9,72,39,29,49,1582,3286,Yes,0.76,2019,2025-12-21,10.3,Live,Food,Private,Yes,Yes,4,Free,1.2
553,Instagram,22,Female,Australia,Urban,Low,Full-time employed,Bachelor’s,Married,Yes,6.5,5.9,Very poor,No,Several times a week,23,8,27.4,141,62,8103,39.8,2,7,11,1.1,1,142.0,4,8,213,92,84,26,28,20,20,1,60,28,27,46,3037,1639,Yes,0.75,2017,2025-08-05,35.5,Reels,Tech,Public,Yes,No,0,Free,1.12
554,Instagram,31,Non-binary,Other,Suburban,Upper-middle,Unemployed,High school,Married,No,8.9,6.9,Poor,No,Never,0,5,18.8,138,77,7905,37.9,3,3,9,4.4,3,27.0,1,3,60,41,40,9,9,15,7,5,12,8,5,10,614,391,No,0.93,2025,2025-03-24,27.0,Photos,Fashion,Friends only,Yes,No,2,Premium,2.39
555,Instagram,44,Female,South Korea,Rural,Low,Student,Some college,In a relationship,Yes,3.2,7.6,Average,No,Rarely,40,2,30.9,117,80,7887,47.8,9,6,7,3.5,1,403.0,14,13,295,150,197,73,65,64,34,8,176,55,99,130,646,1475,Yes,0.43,2011,2025-03-09,28.8,Videos,Art,Public,Yes,No,0,Free,0.95
556,Instagram,13,Female,Brazil,Urban,Lower-middle,Full-time employed,Master’s,Single,No,0.1,7.1,Poor,No,Never,20,8,28.5,104,97,7934,25.8,1,3,13,1.2,1,71.0,6,7,155,54,57,19,12,19,8,3,35,16,9,16,4238,2769,Yes,0.15,2020,2025-09-09,11.8,Videos,Travel,Friends only,Yes,No,2,Free,1.61
557,Instagram,17,Non-binary,Other,Urban,Middle,Full-time employed,Master’s,Single,No,4.6,9.0,Average,Former,Never,38,4,20.8,149,70,8091,46.7,4,1,11,0.9,1,412.0,20,18,300,150,220,67,65,47,30,6,176,90,96,83,343,638,No,0.19,2021,2025-07-20,20.6,Stories,Art,Private,Yes,No,2,Business,0.99
558,Instagram,57,Male,India,Urban,Middle,Full-time employed,Some college,In a relationship,No,6.5,6.2,Excellent,No,Never,11,6,28.5,132,70,7944,32.2,3,3,10,3.3,3,87.0,6,0,99,62,70,16,15,13,16,5,39,21,10,34,1897,1434,No,0.43,2021,2025-07-10,14.5,Reels,Other,Private,Yes,No,2,Free,1.16
559,Instagram,16,Male,Brazil,Urban,Upper-middle,Full-time employed,High school,Divorced,No,8.6,6.4,Poor,Yes,Never,9,7,20.3,148,63,7839,37.8,3,7,10,2.1,3,174.0,7,15,219,100,110,46,20,33,13,3,71,30,27,54,194,114,Yes,0.3,2014,2025-05-16,24.9,Reels,Music,Public,No,No,2,Free,1.41
560,Instagram,28,Male,Germany,Urban,Upper-middle,Unemployed,High school,Married,No,4.8,7.8,Poor,No,Never,40,7,24.2,101,84,8045,37.9,2,3,9,2.9,1,323.0,10,9,286,150,189,55,47,47,33,6,129,62,65,127,1023,1065,No,0.33,2023,2025-06-27,32.3,Photos,Tech,Private,Yes,No,1,Free,1.01
561,Instagram,36,Female,Germany,Urban,Middle,Full-time employed,Bachelor’s,Single,No,9.5,5.8,Excellent,No,Rarely,39,10,21.3,101,77,8077,33.9,5,1,6,4.9,3,354.0,39,9,262,150,222,60,41,51,32,11,160,101,42,128,799,818,No,0.47,2017,2025-08-25,9.1,Videos,Travel,Private,Yes,No,2,Free,1.04
562,Instagram,28,Male,Brazil,Urban,Upper-middle,Part-time,High school,Divorced,Yes,3.9,9.1,Good,No,Never,33,9,20.9,117,90,7974,30.1,3,1,7,3.8,1,273.0,11,7,267,150,158,43,30,56,22,7,162,52,37,64,1076,2264,No,0.33,2013,2025-02-26,24.8,Photos,Food,Public,No,No,4,Free,0.97
563,Instagram,14,Female,Other,Urban,Middle,Full-time employed,Some college,Single,Yes,17.8,7.1,Good,Former,Rarely,31,7,22.2,119,95,7829,35.7,3,6,6,3.0,4,292.0,13,11,300,143,172,50,44,50,27,13,122,77,37,94,3790,7399,Yes,0.04,2020,2025-11-15,22.5,Videos,Art,Friends only,Yes,Yes,1,Free,1.04
564,Instagram,61,Female,Canada,Urban,Low,Full-time employed,Some college,Married,Yes,8.4,6.2,Average,No,Rarely,24,9,23.0,123,89,7990,53.2,0,5,11,3.8,2,114.0,4,6,104,69,83,20,17,22,8,4,66,26,19,24,1092,1174,Yes,0.5,2023,2025-08-04,28.5,Videos,Music,Private,Yes,No,1,Free,1.23
565,Instagram,40,Female,United States,Urban,Lower-middle,Student,High school,In a relationship,Yes,10.9,6.1,Excellent,No,Rarely,23,9,23.5,112,78,7979,45.2,5,1,3,8.0,3,185.0,15,1,145,114,106,30,33,27,24,6,87,35,28,59,440,534,No,0.88,2019,2025-02-13,12.3,Mixed,Travel,Public,Yes,No,1,Free,0.91
566,Instagram,44,Female,India,Suburban,Upper-middle,Full-time employed,Master’s,Single,No,4.7,6.1,Poor,Yes,Never,36,7,25.3,143,88,7842,41.1,0,5,10,4.5,5,257.0,16,2,199,128,152,47,42,56,28,14,106,38,44,102,822,1367,No,0.49,2014,2025-06-13,16.1,Videos,Art,Friends only,No,No,2,Free,0.98
567,Instagram,39,Female,United States,Urban,High,Freelancer,Bachelor’s,In a relationship,Yes,4.9,6.4,Excellent,No,Rarely,10,2,21.6,99,66,7966,18.6,5,6,12,4.2,4,173.0,17,3,152,100,124,29,22,15,15,7,96,48,35,60,1809,4291,Yes,0.94,2017,2025-09-09,10.2,Stories,Fashion,Friends only,No,No,1,Free,1.1
568,Instagram,32,Non-binary,Japan,Urban,Upper-middle,Full-time employed,Bachelor’s,Single,Yes,6.3,6.3,Excellent,No,Daily,21,9,22.8,102,66,8018,47.5,1,4,16,1.0,5,123.0,10,1,110,75,75,25,16,28,13,5,50,27,17,36,2056,2546,Yes,0.03,2014,2025-02-01,12.3,Live,Other,Friends only,No,No,2,Premium,1.03
569,Instagram,36,Female,United States,Urban,Middle,Retired,High school,Single,No,12.4,5.7,Excellent,No,Never,22,7,29.0,91,60,8036,49.2,2,6,11,2.5,2,209.0,6,11,169,129,115,39,34,34,16,7,108,53,26,75,4610,5885,No,0.0,2019,2025-01-03,34.8,Mixed,Music,Public,Yes,Yes,0,Free,1.08
570,Instagram,24,Female,United States,Rural,Low,Part-time,High school,Married,No,9.0,8.0,Average,No,Daily,37,8,25.3,155,94,8004,50.2,2,4,4,3.7,3,313.0,15,11,300,150,197,68,30,48,28,7,126,46,55,72,3070,1996,No,0.23,2014,2025-09-05,20.9,Live,Music,Public,Yes,No,3,Free,1.17
571,Instagram,62,Female,United States,Suburban,High,Full-time employed,Some college,Married,Yes,12.7,7.9,Good,Yes,Never,2,10,28.2,127,76,7786,15.1,4,6,12,3.1,8,5.0,1,1,35,26,25,7,11,7,7,2,3,1,1,2,1949,3394,No,0.51,2025,2025-06-26,5.0,Photos,Other,Public,Yes,Yes,2,Free,7.0
572,Instagram,47,Female,United States,Suburban,Lower-middle,Full-time employed,Some college,In a relationship,Yes,4.4,5.0,Poor,No,Weekly,8,10,27.7,143,85,8034,53.2,3,5,12,4.1,4,42.0,1,2,74,31,36,14,14,15,4,2,23,13,8,14,90,71,No,0.3,2021,2025-01-11,42.0,Live,Other,Private,No,Yes,3,Free,1.63
573,Instagram,45,Male,India,Suburban,Middle,Full-time employed,Some college,Divorced,No,15.6,7.3,Good,No,Weekly,16,3,26.8,106,60,8092,36.5,5,4,7,3.8,2,177.0,17,4,162,89,114,38,26,33,20,3,78,51,40,70,4639,2163,No,0.3,2018,2025-05-29,10.4,Mixed,Art,Friends only,Yes,No,1,Free,1.13
574,Instagram,45,Female,Brazil,Urban,Lower-middle,Student,Master’s,Married,No,5.8,9.1,Very poor,No,Weekly,31,2,25.5,143,72,8073,61.8,1,4,11,5.5,2,292.0,36,9,231,133,168,53,44,33,36,7,131,63,43,76,1505,2549,No,0.38,2024,2025-05-18,8.1,Reels,Travel,Private,Yes,Yes,0,Free,1.03
575,Instagram,63,Male,Brazil,Urban,High,Student,Bachelor’s,Married,Yes,3.6,7.4,Poor,No,Rarely,26,2,26.2,114,75,7973,35.1,3,5,8,1.7,2,222.0,7,5,164,120,134,33,36,39,24,4,130,49,36,67,967,1473,No,0.72,2018,2025-11-05,31.7,Photos,Other,Friends only,Yes,No,3,Premium,0.96
576,Instagram,55,Female,Brazil,Urban,Low,Unemployed,High school,Married,No,3.6,4.7,Excellent,No,Never,28,1,27.1,156,96,8026,35.0,4,4,8,1.1,1,350.0,27,6,250,150,187,61,57,54,29,6,198,58,52,88,3434,1641,No,0.64,2011,2025-09-19,13.0,Live,Music,Public,Yes,No,2,Free,0.93
577,Instagram,49,Male,Other,Urban,Lower-middle,Full-time employed,Some college,Single,No,5.8,7.1,Poor,No,Weekly,18,5,27.1,145,78,7951,31.5,2,3,10,4.2,3,137.0,7,3,123,77,97,34,33,31,12,2,60,23,26,38,470,458,Yes,0.14,2022,2025-02-06,19.6,Reels,Fitness,Private,Yes,No,3,Premium,1.26
578,Instagram,24,Male,United States,Urban,Middle,Full-time employed,PhD,Married,Yes,2.9,6.8,Average,No,Never,7,2,23.0,153,70,7930,60.6,2,7,8,3.9,6,195.0,12,9,249,119,129,35,26,44,16,6,96,24,42,50,267,467,No,0.74,2025,2025-10-17,16.2,Photos,Fashion,Private,Yes,Yes,3,Business,1.15
579,Instagram,15,Male,Other,Urban,Lower-middle,Freelancer,High school,Single,No,8.7,6.2,Excellent,No,Never,19,9,22.9,143,95,8149,59.7,7,5,10,2.4,4,223.0,7,9,257,125,122,36,36,33,27,7,100,38,49,77,1909,1045,No,0.3,2025,2025-06-20,31.9,Live,Tech,Public,Yes,No,0,Free,0.99
580,Instagram,13,Male,India,Urban,Low,Student,Some college,Single,No,9.8,6.0,Good,No,Weekly,31,1,36.0,126,85,8057,42.0,3,3,14,1.7,3,381.0,20,12,300,150,221,73,44,42,34,6,183,73,47,86,1299,2097,No,0.85,2010,2025-12-07,19.0,Photos,Art,Public,Yes,Yes,3,Free,1.05
581,Instagram,45,Female,United States,Rural,Upper-middle,Retired,High school,Married,No,9.1,5.6,Average,No,Never,33,8,29.5,121,84,7814,36.5,5,3,7,3.8,2,246.0,25,7,198,120,120,43,41,44,27,4,120,49,61,79,403,233,No,0.9,2014,2025-02-14,9.8,Stories,Music,Private,Yes,Yes,1,Premium,0.92
582,Instagram,52,Female,Canada,Urban,Middle,Full-time employed,Some college,Single,No,1.0,6.1,Excellent,No,Never,35,5,28.5,141,98,7954,41.0,3,4,12,4.3,3,327.0,10,4,249,150,233,74,40,45,37,5,176,83,72,72,1652,3283,No,0.25,2021,2025-04-04,32.7,Reels,Tech,Private,No,Yes,2,Free,1.2
583,Instagram,22,Male,South Korea,Rural,Upper-middle,Student,Some college,Single,No,8.6,7.7,Average,No,Rarely,13,4,27.5,135,82,7966,32.8,1,2,12,5.0,1,187.0,6,5,246,110,120,33,29,33,23,6,82,51,43,51,189,103,No,0.16,2019,2025-03-28,31.2,Reels,Art,Friends only,Yes,No,3,Free,1.07
584,Instagram,55,Male,South Korea,Suburban,Low,Full-time employed,Master’s,In a relationship,Yes,14.3,4.3,Average,No,Never,28,10,23.9,116,93,7959,36.1,2,3,7,3.2,1,195.0,7,6,160,95,142,35,29,29,22,5,98,58,33,52,398,898,Yes,0.95,2019,2025-04-05,27.9,Videos,Music,Private,Yes,No,0,Premium,1.17
585,Instagram,56,Male,United States,Urban,Lower-middle,Student,Bachelor’s,In a relationship,No,10.0,7.9,Very poor,No,Never,16,2,24.1,117,90,8147,10.3,6,5,14,1.3,6,178.0,18,1,149,93,117,29,35,42,19,3,100,19,20,58,1041,1841,Yes,0.24,2015,2025-11-18,9.9,Reels,Other,Public,No,No,0,Free,0.99
586,Instagram,41,Female,Canada,Suburban,Lower-middle,Freelancer,Some college,Single,Yes,8.1,8.3,Excellent,No,Weekly,27,8,18.3,112,78,8052,35.7,1,1,10,0.7,1,156.0,8,0,133,87,94,21,24,34,17,1,84,28,35,59,303,199,No,0.99,2021,2025-01-19,19.5,Reels,Travel,Friends only,Yes,No,1,Free,0.87
